accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,fase
0.4921875,0.499786376953125,1.4709380865097046,0.4959999918937683,0.96875,0.051779936999082565,0.5,4.663785457611084,0.051779936999082565,1.0,1
0.5,0.45574951171875,1.338881492614746,0.5,1.0,0.051779936999082565,0.5364761352539062,4.004532337188721,0.051779936999082565,1.0,1
0.5,0.527587890625,1.1201198101043701,0.5,1.0,0.051779936999082565,0.6595563292503357,2.6201868057250977,0.051779936999082565,1.0,1
0.5,0.502197265625,1.1244555711746216,0.5,1.0,0.051779936999082565,0.6184940338134766,2.569786310195923,0.051779936999082565,1.0,1
0.5,0.540924072265625,1.072357177734375,0.5,1.0,0.051779936999082565,0.6583831310272217,3.0887417793273926,0.051779936999082565,1.0,1
0.5,0.506317138671875,1.084633469581604,0.5,1.0,0.051779936999082565,0.6245734095573425,2.941235303878784,0.051779936999082565,1.0,1
0.5,0.5924072265625,1.0342211723327637,0.5,1.0,0.051779936999082565,0.6399317383766174,2.6739184856414795,0.051779936999082565,1.0,1
0.5,0.607940673828125,1.0227291584014893,0.5,1.0,0.051779936999082565,0.661156177520752,2.6603844165802,0.051779936999082565,1.0,1
0.5,0.61614990234375,1.0159111022949219,0.5,1.0,0.051779936999082565,0.6305460929870605,2.714871644973755,0.051779936999082565,1.0,1
0.5,0.525848388671875,1.0840791463851929,0.5,1.0,0.051779936999082565,0.6486774682998657,2.6096904277801514,0.051779936999082565,1.0,2
0.5,0.492828369140625,1.1015104055404663,0.5,1.0,0.051779936999082565,0.6200938820838928,2.6599864959716797,0.051779936999082565,1.0,2
0.5,0.511199951171875,1.0804208517074585,0.5,1.0,0.051779936999082565,0.6541169285774231,2.7031664848327637,0.051779936999082565,1.0,2
0.5,0.53057861328125,1.0824781656265259,0.5,1.0,0.051779936999082565,0.6270264387130737,2.735936164855957,0.051779936999082565,1.0,2
0.5,0.516845703125,1.0813350677490234,0.5,1.0,0.051779936999082565,0.6196672320365906,2.7582921981811523,0.051779936999082565,1.0,2
0.5,0.524871826171875,1.067262887954712,0.5,1.0,0.051779936999082565,0.6144410967826843,2.7577943801879883,0.051779936999082565,1.0,2
